ITEM_NUM,AWARD_YEAR,ORIGIN_AIRPORT_ABBREV,DESTINATION_AIRPORT_ABBREV,ORIGIN_CITY_NAME,ORIGIN_STATE,ORIGIN_COUNTRY,DESTINATION_CITY_NAME,DESTINATION_STATE,DESTINATION_COUNTRY,AIRLINE_ABBREV,AWARDED_SERV,PAX_COUNT,YCA_FARE,_CA_FARE,BUSINESS_FARE,_CP_FARE,ORIGIN_AIRPORT_LOCATION,DESTINATION_AIRPORT_LOCATION,ORIGIN_CITY_STATE_AIRPORT,DESTINATION_CITY_STATE_AIRPORT,EFFECTIVE_DATE,EXPIRATION_DATE
5940,2024,CLE,RAP,CLEVELAND,OH,USA,RAPID CITY,SD,USA,DL,C,23,323,162,0,0,CLEVELAND,RAPID CITY,CLEVELANDOH-CLE,RAPID CITYSD-RAP,10/1/23,9/30/24
5941,2024,CLE,RDU,CLEVELAND,OH,USA,DURHAM,NC,USA,WN,C,265,149,83,0,0,CLEVELAND,DURHAM,CLEVELANDOH-CLE,DURHAMNC-RDU,10/1/23,9/30/24
5942,2024,CLE,RIC,CLEVELAND,OH,USA,RICHMOND,VA,USA,DL,C,305,194,97,0,0,CLEVELAND,RICHMOND,CLEVELANDOH-CLE,RICHMONDVA-RIC,10/1/23,9/30/24
5943,2024,CLE,RNO,CLEVELAND,OH,USA,RENO,NV,USA,AA,C,56,339,114,0,0,CLEVELAND,RENO,CLEVELANDOH-CLE,RENONV-RNO,10/1/23,9/30/24
5944,2024,CLE,RST,CLEVELAND,OH,USA,ROCHESTER,MN,USA,DL,C,2,281,141,0,0,CLEVELAND,ROCHESTER,CLEVELANDOH-CLE,ROCHESTERMN-RST,10/1/23,9/30/24
5945,2024,CLE,RSW,CLEVELAND,OH,USA,FORT MYERS,FL,USA,AA,C,24,161,59,0,0,CLEVELAND,FORT MYERS,CLEVELANDOH-CLE,FORT MYERSFL-RSW,10/1/23,9/30/24
5946,2024,CLE,SAF,CLEVELAND,OH,USA,SANTA FE,NM,USA,AA,C,6,357,142,0,0,CLEVELAND,SANTA FE,CLEVELANDOH-CLE,SANTA FENM-SAF,10/1/23,9/30/24
5947,2024,CLE,SAN,CLEVELAND,OH,USA,SAN DIEGO,CA,USA,WN,C,483,363,114,0,0,CLEVELAND,SAN DIEGO,CLEVELANDOH-CLE,SAN DIEGOCA-SAN,10/1/23,9/30/24
5948,2024,CLE,SAO,CLEVELAND,OH,USA,SAO PAULO SP,,BRAZIL,DL,C,2,515,310,0,0,CLEVELAND,SAO PAULO SP,CLEVELANDOH-CLE,SAO PAULO SP-SAO,10/1/23,9/30/24
5949,2024,CLE,SAT,CLEVELAND,OH,USA,SAN ANTONIO,TX,USA,AA,C,1015,258,92,0,0,CLEVELAND,SAN ANTONIO,CLEVELANDOH-CLE,SAN ANTONIOTX-SAT,10/1/23,9/30/24
5950,2024,CLE,SAV,CLEVELAND,OH,USA,SAVANNAH,GA,USA,WN,C,421,178,72,0,0,CLEVELAND,SAVANNAH,CLEVELANDOH-CLE,SAVANNAHGA-SAV,10/1/23,9/30/24
5952,2024,CLE,SDF,CLEVELAND,OH,USA,LOUISVILLE,KY,USA,DL,C,241,354,177,0,0,CLEVELAND,LOUISVILLE,CLEVELANDOH-CLE,LOUISVILLEKY-SDF,10/1/23,9/30/24
5953,2024,CLE,SEL,CLEVELAND,OH,USA,SEOUL,,SOUTH KOREA,UA,C,64,500,0,0,0,CLEVELAND,SEOUL,CLEVELANDOH-CLE,SEOUL-SEL,10/1/23,9/30/24
5954,2024,CLE,SGF,CLEVELAND,OH,USA,SPRINGFIELD,MO,USA,AA,C,32,260,174,0,0,CLEVELAND,SPRINGFIELD,CLEVELANDOH-CLE,SPRINGFIELDMO-SGF,10/1/23,9/30/24
5955,2024,CLE,SJC,CLEVELAND,OH,USA,SAN JOSE,CA,USA,WN,C,113,327,101,0,0,CLEVELAND,SAN JOSE,CLEVELANDOH-CLE,SAN JOSECA-SJC,10/1/23,9/30/24
5956,2024,CLE,SJU,CLEVELAND,OH,USA,SAN JUAN,PR,USA,WN,C,86,305,90,0,0,CLEVELAND,SAN JUAN,CLEVELANDOH-CLE,SAN JUANPR-SJU,10/1/23,9/30/24
5957,2024,CLE,SLC,CLEVELAND,OH,USA,SALT LAKE CITY,UT,USA,AA,C,454,245,153,0,0,CLEVELAND,SALT LAKE CITY,CLEVELANDOH-CLE,SALT LAKE CITYUT-SLC,10/1/23,9/30/24
5958,2024,CLE,SMF,CLEVELAND,OH,USA,SACRAMENTO,CA,USA,WN,C,111,318,99,0,0,CLEVELAND,SACRAMENTO,CLEVELANDOH-CLE,SACRAMENTOCA-SMF,10/1/23,9/30/24
5959,2024,CLE,SNA,CLEVELAND,OH,USA,SANTA ANA,CA,USA,AA,C,126,377,132,0,0,CLEVELAND,SANTA ANA,CLEVELANDOH-CLE,SANTA ANACA-SNA,10/1/23,9/30/24
5960,2024,CLE,SPS,CLEVELAND,OH,USA,WICHITA FALLS,TX,USA,AA,C,17,538,398,0,0,CLEVELAND,WICHITA FALLS,CLEVELANDOH-CLE,WICHITA FALLSTX-SPS,10/1/23,9/30/24
5961,2024,CLE,SYR,CLEVELAND,OH,USA,SYRACUSE,NY,USA,DL,C,53,244,122,0,0,CLEVELAND,SYRACUSE,CLEVELANDOH-CLE,SYRACUSENY-SYR,10/1/23,9/30/24
5962,2024,CLE,TLH,CLEVELAND,OH,USA,TALLAHASSEE,FL,USA,DL,C,31,257,129,0,0,CLEVELAND,TALLAHASSEE,CLEVELANDOH-CLE,TALLAHASSEEFL-TLH,10/1/23,9/30/24
5963,2024,CLE,TLV,CLEVELAND,OH,USA,TEL AVIV YAFO,,ISRAEL,UA,C,1,738,0,3500,0,CLEVELAND,TEL AVIV YAFO,CLEVELANDOH-CLE,TEL AVIV YAFO-TLV,3/6/24,9/30/24
5963,2024,CLE,TLV,CLEVELAND,OH,USA,TEL AVIV YAFO,,ISRAEL,AA,C,1,684,0,6000,0,CLEVELAND,TEL AVIV YAFO,CLEVELANDOH-CLE,TEL AVIV YAFO-TLV,10/1/23,1/30/24
5964,2024,CLE,TPA,CLEVELAND,OH,USA,TAMPA,FL,USA,UA,C,237,115,0,0,0,CLEVELAND,TAMPA,CLEVELANDOH-CLE,TAMPAFL-TPA,10/1/23,9/30/24
5965,2024,CLE,TRI,CLEVELAND,OH,USA,BRISTOL,VA,USA,AA,C,46,396,240,0,0,CLEVELAND,BRISTOL,CLEVELANDOH-CLE,BRISTOLVA-TRI,10/1/23,9/30/24
5966,2024,CLE,TUL,CLEVELAND,OH,USA,TULSA,OK,USA,AA,C,112,288,92,0,0,CLEVELAND,TULSA,CLEVELANDOH-CLE,TULSAOK-TUL,10/1/23,9/30/24
5967,2024,CLE,TUS,CLEVELAND,OH,USA,TUCSON,AZ,USA,WN,C,97,310,86,0,0,CLEVELAND,TUCSON,CLEVELANDOH-CLE,TUCSONAZ-TUS,10/1/23,9/30/24
5968,2024,CLE,TVC,CLEVELAND,OH,USA,TRAVERSE CITY,MI,USA,AA,C,45,275,82,0,0,CLEVELAND,TRAVERSE CITY,CLEVELANDOH-CLE,TRAVERSE CITYMI-TVC,10/1/23,9/30/24
5969,2024,CLE,TYO,CLEVELAND,OH,USA,TOKYO,,JAPAN,DL,C,138,700,300,0,0,CLEVELAND,TOKYO,CLEVELANDOH-CLE,TOKYO-TYO,10/1/23,9/30/24
5970,2024,CLE,TYS,CLEVELAND,OH,USA,KNOXVILLE,TN,USA,AA,C,30,289,113,0,0,CLEVELAND,KNOXVILLE,CLEVELANDOH-CLE,KNOXVILLETN-TYS,10/1/23,9/30/24
5971,2024,CLE,VIE,CLEVELAND,OH,USA,VIENNA,,AUSTRIA,DL,C,2,556,519,3396,0,CLEVELAND,VIENNA,CLEVELANDOH-CLE,VIENNA-VIE,10/1/23,9/30/24
5972,2024,CLE,VPS,CLEVELAND,OH,USA,DESTIN FORT WALTON BEACH,FL,USA,WN,C,95,230,54,0,0,CLEVELAND,DESTIN FORT WALTON BEACH,CLEVELANDOH-CLE,DESTIN FORT WALTON BEACHFL-VPS,10/1/23,9/30/24
5973,2024,CLE,YMQ,CLEVELAND,OH,USA,MONTREAL QC,,CANADA,AA,C,14,162,97,0,0,CLEVELAND,MONTREAL QC,CLEVELANDOH-CLE,MONTREAL QC-YMQ,10/1/23,9/30/24
5975,2024,CLE,ZRH,CLEVELAND,OH,USA,ZURICH,,SWITZERLAND,AA,C,10,435,0,6000,0,CLEVELAND,ZURICH,CLEVELANDOH-CLE,ZURICH-ZRH,10/1/23,9/30/24
15558,2024,CLE,TLS,CLEVELAND,OH,USA,TOULOUSE,,FRANCE,DL,C,5,617,573,5225,0,CLEVELAND,TOULOUSE,CLEVELANDOH-CLE,TOULOUSE-TLS,10/1/23,9/30/24
5976,2024,CLL,DCA,COLLEGE STATION,TX,USA,WASHINGTON,DC,USA,AA,C,309,515,323,0,0,COLLEGE STATION,WASHINGTON,COLLEGE STATIONTX-CLL,WASHINGTONDC-DCA,10/1/23,9/30/24
5977,2024,CLL,DEN,COLLEGE STATION,TX,USA,DENVER,CO,USA,AA,C,64,408,306,0,0,COLLEGE STATION,DENVER,COLLEGE STATIONTX-CLL,DENVERCO-DEN,10/1/23,9/30/24
5978,2024,CLL,DFW,COLLEGE STATION,TX,USA,DALLAS,TX,USA,AA,N,70,318,268,0,0,COLLEGE STATION,DALLAS,COLLEGE STATIONTX-CLL,DALLASTX-DFW,10/1/23,9/30/24
5979,2024,CLL,ELP,COLLEGE STATION,TX,USA,EL PASO,TX,USA,AA,C,50,476,331,0,0,COLLEGE STATION,EL PASO,COLLEGE STATIONTX-CLL,EL PASOTX-ELP,10/1/23,9/30/24
5980,2024,CLL,HNL,COLLEGE STATION,TX,USA,HONOLULU,HI,USA,AA,C,56,815,492,0,0,COLLEGE STATION,HONOLULU,COLLEGE STATIONTX-CLL,HONOLULUHI-HNL,10/1/23,9/30/24
5981,2024,CLL,IAD,COLLEGE STATION,TX,USA,WASHINGTON,DC,USA,AA,C,27,343,129,0,0,COLLEGE STATION,WASHINGTON,COLLEGE STATIONTX-CLL,WASHINGTONDC-IAD,10/1/23,9/30/24
5982,2024,CLL,MEM,COLLEGE STATION,TX,USA,MEMPHIS,TN,USA,AA,C,23,525,235,0,0,COLLEGE STATION,MEMPHIS,COLLEGE STATIONTX-CLL,MEMPHISTN-MEM,10/1/23,9/30/24
5983,2024,CLL,MSY,COLLEGE STATION,TX,USA,NEW ORLEANS,LA,USA,AA,C,12,612,240,0,0,COLLEGE STATION,NEW ORLEANS,COLLEGE STATIONTX-CLL,NEW ORLEANSLA-MSY,10/1/23,9/30/24
5984,2024,CLL,ORD,COLLEGE STATION,TX,USA,CHICAGO,IL,USA,AA,C,61,346,324,0,0,COLLEGE STATION,CHICAGO,COLLEGE STATIONTX-CLL,CHICAGOIL-ORD,10/1/23,9/30/24
5985,2024,CLL,ORF,COLLEGE STATION,TX,USA,NORFOLK,VA,USA,AA,C,25,502,302,0,0,COLLEGE STATION,NORFOLK,COLLEGE STATIONTX-CLL,NORFOLKVA-ORF,10/1/23,9/30/24
5986,2024,CLL,SAN,COLLEGE STATION,TX,USA,SAN DIEGO,CA,USA,AA,C,87,378,227,0,0,COLLEGE STATION,SAN DIEGO,COLLEGE STATIONTX-CLL,SAN DIEGOCA-SAN,10/1/23,9/30/24
5987,2024,CLL,SDF,COLLEGE STATION,TX,USA,LOUISVILLE,KY,USA,AA,C,216,573,195,0,0,COLLEGE STATION,LOUISVILLE,COLLEGE STATIONTX-CLL,LOUISVILLEKY-SDF,10/1/23,9/30/24
5988,2024,CLL,STL,COLLEGE STATION,TX,USA,ST LOUIS,MO,USA,AA,C,28,369,295,0,0,COLLEGE STATION,ST LOUIS,COLLEGE STATIONTX-CLL,ST LOUISMO-STL,10/1/23,9/30/24
15560,2024,CLL,DAY,COLLEGE STATION,TX,USA,DAYTON,OH,USA,AA,C,71,234,123,0,0,COLLEGE STATION,DAYTON,COLLEGE STATIONTX-CLL,DAYTONOH-DAY,10/1/23,9/30/24
15561,2024,CLL,EWR,COLLEGE STATION,TX,USA,NEW YORK,NY,USA,AA,C,39,366,198,0,0,COLLEGE STATION,NEW YORK,COLLEGE STATIONTX-CLL,NEW YORKNY-EWR,10/1/23,9/30/24
15562,2024,CLL,SEA,COLLEGE STATION,TX,USA,SEATTLE,WA,USA,AA,C,22,470,348,0,0,COLLEGE STATION,SEATTLE,COLLEGE STATIONTX-CLL,SEATTLEWA-SEA,10/1/23,9/30/24
15563,2024,CLO,ELP,CALI,,COLOMBIA,EL PASO,TX,USA,DL,C,5,682,370,0,0,CALI,EL PASO,CALI-CLO,EL PASOTX-ELP,10/1/23,9/30/24
15564,2024,CLO,MIA,CALI,,COLOMBIA,MIAMI,FL,USA,AA,N,28,427,130,0,0,CALI,MIAMI,CALI-CLO,MIAMIFL-MIA,10/1/23,9/30/24
362,2024,CLT,CSG,CHARLOTTE,NC,USA,COLUMBUS,GA,USA,DL,C,906,334,167,0,0,CHARLOTTE,COLUMBUS,CHARLOTTENC-CLT,COLUMBUSGA-CSG,10/1/23,9/30/24
363,2024,CLT,CVG,CHARLOTTE,NC,USA,CINCINNATI,OH,USA,AA,N,109,442,341,0,0,CHARLOTTE,CINCINNATI,CHARLOTTENC-CLT,CINCINNATIOH-CVG,10/1/23,9/30/24
364,2024,CLT,DAB,CHARLOTTE,NC,USA,DAYTONA BEACH,FL,USA,AA,N,59,494,312,0,0,CHARLOTTE,DAYTONA BEACH,CHARLOTTENC-CLT,DAYTONA BEACHFL-DAB,10/1/23,9/30/24
365,2024,CLT,DAL,CHARLOTTE,NC,USA,DALLAS,TX,USA,WN,N,37,386,105,0,0,CHARLOTTE,DALLAS,CHARLOTTENC-CLT,DALLASTX-DAL,10/1/23,9/30/24
366,2024,CLT,DAY,CHARLOTTE,NC,USA,DAYTON,OH,USA,AA,N,337,475,299,0,0,CHARLOTTE,DAYTON,CHARLOTTENC-CLT,DAYTONOH-DAY,10/1/23,9/30/24
367,2024,CLT,DFW,CHARLOTTE,NC,USA,DALLAS,TX,USA,AA,N,776,530,325,0,0,CHARLOTTE,DALLAS,CHARLOTTENC-CLT,DALLASTX-DFW,10/1/23,9/30/24
368,2024,CLT,DSM,CHARLOTTE,NC,USA,DES MOINES,IA,USA,AA,N,118,385,263,0,0,CHARLOTTE,DES MOINES,CHARLOTTENC-CLT,DES MOINESIA-DSM,10/1/23,9/30/24
369,2024,CLT,ECP,CHARLOTTE,NC,USA,PANAMA CITY,FL,USA,AA,N,190,429,216,0,0,CHARLOTTE,PANAMA CITY,CHARLOTTENC-CLT,PANAMA CITYFL-ECP,10/1/23,9/30/24
370,2024,CLT,EVV,CHARLOTTE,NC,USA,EVANSVILLE,IN,USA,AA,N,30,330,228,0,0,CHARLOTTE,EVANSVILLE,CHARLOTTENC-CLT,EVANSVILLEIN-EVV,10/1/23,9/30/24
371,2024,CLT,EYW,CHARLOTTE,NC,USA,KEY WEST,FL,USA,AA,N,137,666,339,0,0,CHARLOTTE,KEY WEST,CHARLOTTENC-CLT,KEY WESTFL-EYW,10/1/23,9/30/24
372,2024,CLT,FLL,CHARLOTTE,NC,USA,FORT LAUDERDALE,FL,USA,AA,N,329,265,0,0,0,CHARLOTTE,FORT LAUDERDALE,CHARLOTTENC-CLT,FORT LAUDERDALEFL-FLL,10/1/23,9/30/24
373,2024,CLT,FRA,CHARLOTTE,NC,USA,FRANKFURT,,GERMANY,AA,N,251,598,0,0,0,CHARLOTTE,FRANKFURT,CHARLOTTENC-CLT,FRANKFURT-FRA,10/1/23,9/30/24
374,2024,CLT,FWA,CHARLOTTE,NC,USA,FORT WAYNE,IN,USA,AA,N,36,244,71,0,0,CHARLOTTE,FORT WAYNE,CHARLOTTENC-CLT,FORT WAYNEIN-FWA,10/1/23,9/30/24
375,2024,CLT,GNV,CHARLOTTE,NC,USA,GAINESVILLE,FL,USA,AA,N,62,465,287,0,0,CHARLOTTE,GAINESVILLE,CHARLOTTENC-CLT,GAINESVILLEFL-GNV,10/1/23,9/30/24
376,2024,CLT,GPT,CHARLOTTE,NC,USA,GULFPORT,MS,USA,AA,N,1051,361,0,0,0,CHARLOTTE,GULFPORT,CHARLOTTENC-CLT,GULFPORTMS-GPT,10/1/23,9/30/24
377,2024,CLT,GRR,CHARLOTTE,NC,USA,GRAND RAPIDS,MI,USA,AA,N,89,367,204,0,0,CHARLOTTE,GRAND RAPIDS,CHARLOTTENC-CLT,GRAND RAPIDSMI-GRR,10/1/23,9/30/24
378,2024,CLT,HPN,CHARLOTTE,NC,USA,WESTCHESTER COUNTY,NY,USA,AA,N,72,456,356,0,0,CHARLOTTE,WESTCHESTER COUNTY,CHARLOTTENC-CLT,WESTCHESTER COUNTYNY-HPN,10/1/23,9/30/24
379,2024,CLT,HSV,CHARLOTTE,NC,USA,HUNTSVILLE,AL,USA,AA,N,297,557,310,0,0,CHARLOTTE,HUNTSVILLE,CHARLOTTENC-CLT,HUNTSVILLEAL-HSV,10/1/23,9/30/24
380,2024,CLT,IND,CHARLOTTE,NC,USA,INDIANAPOLIS,IN,USA,AA,N,294,459,347,0,0,CHARLOTTE,INDIANAPOLIS,CHARLOTTENC-CLT,INDIANAPOLISIN-IND,10/1/23,9/30/24
381,2024,CLT,JAN,CHARLOTTE,NC,USA,JACKSON,MS,USA,AA,N,309,345,325,0,0,CHARLOTTE,JACKSON,CHARLOTTENC-CLT,JACKSONMS-JAN,10/1/23,9/30/24
382,2024,CLT,JAX,CHARLOTTE,NC,USA,JACKSONVILLE,FL,USA,AA,N,447,481,296,0,0,CHARLOTTE,JACKSONVILLE,CHARLOTTENC-CLT,JACKSONVILLEFL-JAX,10/1/23,9/30/24
383,2024,CLT,LAS,CHARLOTTE,NC,USA,LAS VEGAS,NV,USA,AA,N,757,342,190,0,0,CHARLOTTE,LAS VEGAS,CHARLOTTENC-CLT,LAS VEGASNV-LAS,10/1/23,9/30/24
384,2024,CLT,LAX,CHARLOTTE,NC,USA,LOS ANGELES,CA,USA,AA,N,736,498,315,0,0,CHARLOTTE,LOS ANGELES,CHARLOTTENC-CLT,LOS ANGELESCA-LAX,10/1/23,9/30/24
385,2024,CLT,LIT,CHARLOTTE,NC,USA,LITTLE ROCK,AR,USA,AA,N,309,485,298,0,0,CHARLOTTE,LITTLE ROCK,CHARLOTTENC-CLT,LITTLE ROCKAR-LIT,10/1/23,9/30/24
386,2024,CLT,LON,CHARLOTTE,NC,USA,LONDON,,UNITED KINGDOM,AA,N,198,864,0,0,0,CHARLOTTE,LONDON,CHARLOTTENC-CLT,LONDON-LON,10/1/23,9/30/24
387,2024,CLT,MCI,CHARLOTTE,NC,USA,KANSAS CITY,MO,USA,AA,N,540,393,334,0,0,CHARLOTTE,KANSAS CITY,CHARLOTTENC-CLT,KANSAS CITYMO-MCI,10/1/23,9/30/24
388,2024,CLT,MCO,CHARLOTTE,NC,USA,ORLANDO,FL,USA,AA,N,573,451,278,0,0,CHARLOTTE,ORLANDO,CHARLOTTENC-CLT,ORLANDOFL-MCO,10/1/23,9/30/24
389,2024,CLT,MDT,CHARLOTTE,NC,USA,HARRISBURG,PA,USA,AA,N,302,333,170,0,0,CHARLOTTE,HARRISBURG,CHARLOTTENC-CLT,HARRISBURGPA-MDT,10/1/23,9/30/24
390,2024,CLT,MDW,CHARLOTTE,NC,USA,CHICAGO,IL,USA,WN,N,35,423,120,0,0,CHARLOTTE,CHICAGO,CHARLOTTENC-CLT,CHICAGOIL-MDW,10/1/23,9/30/24
391,2024,CLT,MEM,CHARLOTTE,NC,USA,MEMPHIS,TN,USA,AA,N,203,419,0,0,0,CHARLOTTE,MEMPHIS,CHARLOTTENC-CLT,MEMPHISTN-MEM,10/1/23,9/30/24
392,2024,CLT,MEX,CHARLOTTE,NC,USA,MEXICO CITY,,MEXICO,AA,N,45,560,273,1000,0,CHARLOTTE,MEXICO CITY,CHARLOTTENC-CLT,MEXICO CITY-MEX,10/1/23,9/30/24
393,2024,CLT,MGM,CHARLOTTE,NC,USA,MONTGOMERY,AL,USA,AA,N,323,549,304,0,0,CHARLOTTE,MONTGOMERY,CHARLOTTENC-CLT,MONTGOMERYAL-MGM,10/1/23,9/30/24
394,2024,CLT,MHT,CHARLOTTE,NC,USA,MANCHESTER,NH,USA,AA,N,215,583,333,0,0,CHARLOTTE,MANCHESTER,CHARLOTTENC-CLT,MANCHESTERNH-MHT,10/1/23,9/30/24
395,2024,CLT,MIA,CHARLOTTE,NC,USA,MIAMI,FL,USA,AA,N,233,440,330,0,0,CHARLOTTE,MIAMI,CHARLOTTENC-CLT,MIAMIFL-MIA,10/1/23,9/30/24
396,2024,CLT,MKE,CHARLOTTE,NC,USA,MILWAUKEE,WI,USA,AA,N,93,399,307,0,0,CHARLOTTE,MILWAUKEE,CHARLOTTENC-CLT,MILWAUKEEWI-MKE,10/1/23,9/30/24
397,2024,CLT,MLB,CHARLOTTE,NC,USA,MELBOURNE,FL,USA,AA,N,298,506,281,0,0,CHARLOTTE,MELBOURNE,CHARLOTTENC-CLT,MELBOURNEFL-MLB,10/1/23,9/30/24
398,2024,CLT,MOB,CHARLOTTE,NC,USA,MOBILE,AL,USA,AA,N,146,238,155,0,0,CHARLOTTE,MOBILE,CHARLOTTENC-CLT,MOBILEAL-MOB,10/1/23,9/30/24
399,2024,CLT,MSN,CHARLOTTE,NC,USA,MADISON,WI,USA,AA,N,140,377,257,0,0,CHARLOTTE,MADISON,CHARLOTTENC-CLT,MADISONWI-MSN,10/1/23,9/30/24
400,2024,CLT,MSY,CHARLOTTE,NC,USA,NEW ORLEANS,LA,USA,AA,N,401,467,352,0,0,CHARLOTTE,NEW ORLEANS,CHARLOTTENC-CLT,NEW ORLEANSLA-MSY,10/1/23,9/30/24
401,2024,CLT,OKC,CHARLOTTE,NC,USA,OKLAHOMA CITY,OK,USA,AA,N,1065,449,276,0,0,CHARLOTTE,OKLAHOMA CITY,CHARLOTTENC-CLT,OKLAHOMA CITYOK-OKC,10/1/23,9/30/24
402,2024,CLT,OMA,CHARLOTTE,NC,USA,OMAHA,NE,USA,AA,N,207,390,240,0,0,CHARLOTTE,OMAHA,CHARLOTTENC-CLT,OMAHANE-OMA,10/1/23,9/30/24
403,2024,CLT,ORF,CHARLOTTE,NC,USA,NORFOLK,VA,USA,AA,N,881,615,340,0,0,CHARLOTTE,NORFOLK,CHARLOTTENC-CLT,NORFOLKVA-ORF,10/1/23,9/30/24
404,2024,CLT,PBI,CHARLOTTE,NC,USA,WEST PALM BEACH,FL,USA,AA,N,143,378,262,0,0,CHARLOTTE,WEST PALM BEACH,CHARLOTTENC-CLT,WEST PALM BEACHFL-PBI,10/1/23,9/30/24
405,2024,CLT,PDX,CHARLOTTE,NC,USA,PORTLAND,OR,USA,AA,N,160,301,166,0,0,CHARLOTTE,PORTLAND,CHARLOTTENC-CLT,PORTLANDOR-PDX,10/1/23,9/30/24
406,2024,CLT,PHL,CHARLOTTE,NC,USA,PHILADELPHIA,PA,USA,AA,N,1064,338,233,0,0,CHARLOTTE,PHILADELPHIA,CHARLOTTENC-CLT,PHILADELPHIAPA-PHL,10/1/23,9/30/24
407,2024,CLT,PHX,CHARLOTTE,NC,USA,PHOENIX,AZ,USA,AA,N,553,434,242,0,0,CHARLOTTE,PHOENIX,CHARLOTTENC-CLT,PHOENIXAZ-PHX,10/1/23,9/30/24
408,2024,CLT,PIA,CHARLOTTE,NC,USA,PEORIA,IL,USA,AA,N,83,275,190,0,0,CHARLOTTE,PEORIA,CHARLOTTENC-CLT,PEORIAIL-PIA,10/1/23,9/30/24
409,2024,CLT,PIT,CHARLOTTE,NC,USA,PITTSBURGH,PA,USA,AA,N,256,315,0,0,0,CHARLOTTE,PITTSBURGH,CHARLOTTENC-CLT,PITTSBURGHPA-PIT,10/1/23,9/30/24
410,2024,CLT,PNS,CHARLOTTE,NC,USA,PENSACOLA,FL,USA,AA,N,235,564,289,0,0,CHARLOTTE,PENSACOLA,CHARLOTTENC-CLT,PENSACOLAFL-PNS,10/1/23,9/30/24
411,2024,CLT,PVD,CHARLOTTE,NC,USA,PROVIDENCE,RI,USA,AA,N,439,461,287,0,0,CHARLOTTE,PROVIDENCE,CHARLOTTENC-CLT,PROVIDENCERI-PVD,10/1/23,9/30/24
412,2024,CLT,PWM,CHARLOTTE,NC,USA,PORTLAND,ME,USA,AA,N,118,349,216,0,0,CHARLOTTE,PORTLAND,CHARLOTTENC-CLT,PORTLANDME-PWM,10/1/23,9/30/24
413,2024,CLT,RIC,CHARLOTTE,NC,USA,RICHMOND,VA,USA,AA,N,469,785,435,0,0,CHARLOTTE,RICHMOND,CHARLOTTENC-CLT,RICHMONDVA-RIC,10/1/23,9/30/24
414,2024,CLT,ROC,CHARLOTTE,NC,USA,ROCHESTER,NY,USA,AA,N,72,303,258,0,0,CHARLOTTE,ROCHESTER,CHARLOTTENC-CLT,ROCHESTERNY-ROC,10/1/23,9/30/24
415,2024,CLT,RSW,CHARLOTTE,NC,USA,FORT MYERS,FL,USA,AA,N,48,393,241,0,0,CHARLOTTE,FORT MYERS,CHARLOTTENC-CLT,FORT MYERSFL-RSW,10/1/23,9/30/24
416,2024,CLT,SAN,CHARLOTTE,NC,USA,SAN DIEGO,CA,USA,AA,N,942,320,178,0,0,CHARLOTTE,SAN DIEGO,CHARLOTTENC-CLT,SAN DIEGOCA-SAN,10/1/23,9/30/24
417,2024,CLT,SAT,CHARLOTTE,NC,USA,SAN ANTONIO,TX,USA,AA,N,1811,533,370,0,0,CHARLOTTE,SAN ANTONIO,CHARLOTTENC-CLT,SAN ANTONIOTX-SAT,10/1/23,9/30/24
418,2024,CLT,SBN,CHARLOTTE,NC,USA,SOUTH BEND,IN,USA,AA,N,39,291,86,0,0,CHARLOTTE,SOUTH BEND,CHARLOTTENC-CLT,SOUTH BENDIN-SBN,10/1/23,9/30/24
419,2024,CLT,SDF,CHARLOTTE,NC,USA,LOUISVILLE,KY,USA,AA,N,953,332,282,0,0,CHARLOTTE,LOUISVILLE,CHARLOTTENC-CLT,LOUISVILLEKY-SDF,10/1/23,9/30/24
420,2024,CLT,SEA,CHARLOTTE,NC,USA,SEATTLE,WA,USA,AA,N,1298,462,237,0,0,CHARLOTTE,SEATTLE,CHARLOTTENC-CLT,SEATTLEWA-SEA,10/1/23,9/30/24
421,2024,CLT,SFO,CHARLOTTE,NC,USA,SAN FRANCISCO,CA,USA,AA,N,283,533,368,0,0,CHARLOTTE,SAN FRANCISCO,CHARLOTTENC-CLT,SAN FRANCISCOCA-SFO,10/1/23,9/30/24
422,2024,CLT,SGF,CHARLOTTE,NC,USA,SPRINGFIELD,MO,USA,AA,N,179,442,340,0,0,CHARLOTTE,SPRINGFIELD,CHARLOTTENC-CLT,SPRINGFIELDMO-SGF,10/1/23,9/30/24
423,2024,CLT,SHV,CHARLOTTE,NC,USA,SHREVEPORT,LA,USA,AA,N,51,588,400,0,0,CHARLOTTE,SHREVEPORT,CHARLOTTENC-CLT,SHREVEPORTLA-SHV,10/1/23,9/30/24
424,2024,CLT,SJU,CHARLOTTE,NC,USA,SAN JUAN,PR,USA,AA,N,739,402,273,0,0,CHARLOTTE,SAN JUAN,CHARLOTTENC-CLT,SAN JUANPR-SJU,10/1/23,9/30/24
425,2024,CLT,SMF,CHARLOTTE,NC,USA,SACRAMENTO,CA,USA,AA,N,222,397,249,0,0,CHARLOTTE,SACRAMENTO,CHARLOTTENC-CLT,SACRAMENTOCA-SMF,10/1/23,9/30/24
426,2024,CLT,SRQ,CHARLOTTE,NC,USA,BRADENTON,FL,USA,AA,N,42,335,137,0,0,CHARLOTTE,BRADENTON,CHARLOTTENC-CLT,BRADENTONFL-SRQ,10/1/23,9/30/24
