ITEM_NUM,AWARD_YEAR,ORIGIN_AIRPORT_ABBREV,DESTINATION_AIRPORT_ABBREV,ORIGIN_CITY_NAME,ORIGIN_STATE,ORIGIN_COUNTRY,DESTINATION_CITY_NAME,DESTINATION_STATE,DESTINATION_COUNTRY,AIRLINE_ABBREV,AWARDED_SERV,PAX_COUNT,YCA_FARE,_CA_FARE,BUSINESS_FARE,_CP_FARE,ORIGIN_AIRPORT_LOCATION,DESTINATION_AIRPORT_LOCATION,ORIGIN_CITY_STATE_AIRPORT,DESTINATION_CITY_STATE_AIRPORT,EFFECTIVE_DATE,EXPIRATION_DATE
848,2024,GSP,PHL,GREENVILLE,SC,USA,PHILADELPHIA,PA,USA,AA,N,329,206,0,0,0,GREENVILLE,PHILADELPHIA,GREENVILLESC-GSP,PHILADELPHIAPA-PHL,10/1/23,9/30/24
849,2024,GSP,TPA,GREENVILLE,SC,USA,TAMPA,FL,USA,AA,C,138,371,85,0,0,GREENVILLE,TAMPA,GREENVILLESC-GSP,TAMPAFL-TPA,10/1/23,9/30/24
9304,2024,GSP,HNL,GREENVILLE,SC,USA,HONOLULU,HI,USA,AA,C,133,508,191,0,0,GREENVILLE,HONOLULU,GREENVILLESC-GSP,HONOLULUHI-HNL,10/1/23,9/30/24
9305,2024,GSP,HOU,GREENSBORO,NC,USA,HOUSTON,TX,USA,DL,C,31,457,229,0,0,GREENSBORO,HOUSTON,GREENSBORONC-GSP,HOUSTONTX-HOU,10/1/23,9/30/24
9306,2024,GSP,HSV,GREENVILLE,SC,USA,HUNTSVILLE,AL,USA,AA,C,40,269,83,0,0,GREENVILLE,HUNTSVILLE,GREENVILLESC-GSP,HUNTSVILLEAL-HSV,10/1/23,9/30/24
9307,2024,GSP,IAD,GREENVILLE,SC,USA,WASHINGTON,DC,USA,AA,C,154,294,182,0,0,GREENVILLE,WASHINGTON,GREENVILLESC-GSP,WASHINGTONDC-IAD,10/1/23,9/30/24
9308,2024,GSP,IND,GREENVILLE,SC,USA,INDIANAPOLIS,IN,USA,WN,C,130,149,82,0,0,GREENVILLE,INDIANAPOLIS,GREENVILLESC-GSP,INDIANAPOLISIN-IND,10/1/23,9/30/24
9309,2024,GSP,JAX,GREENVILLE,SC,USA,JACKSONVILLE,FL,USA,AA,C,119,217,59,0,0,GREENVILLE,JACKSONVILLE,GREENVILLESC-GSP,JACKSONVILLEFL-JAX,10/1/23,9/30/24
9310,2024,GSP,LAS,GREENVILLE,SC,USA,LAS VEGAS,NV,USA,AA,C,67,380,123,0,0,GREENVILLE,LAS VEGAS,GREENVILLESC-GSP,LAS VEGASNV-LAS,10/1/23,9/30/24
9311,2024,GSP,LAX,GREENVILLE,SC,USA,LOS ANGELES,CA,USA,AA,C,124,426,125,0,0,GREENVILLE,LOS ANGELES,GREENVILLESC-GSP,LOS ANGELESCA-LAX,10/1/23,9/30/24
9312,2024,GSP,LBB,GREENVILLE,SC,USA,LUBBOCK,TX,USA,AA,C,2,365,143,0,0,GREENVILLE,LUBBOCK,GREENVILLESC-GSP,LUBBOCKTX-LBB,10/1/23,9/30/24
9313,2024,GSP,LGA,GREENVILLE,SC,USA,NEW YORK,NY,USA,WN,C,147,222,86,0,0,GREENVILLE,NEW YORK,GREENVILLESC-GSP,NEW YORKNY-LGA,10/1/23,9/30/24
9314,2024,GSP,LIT,GREENVILLE,SC,USA,LITTLE ROCK,AR,USA,AA,C,87,239,62,0,0,GREENVILLE,LITTLE ROCK,GREENVILLESC-GSP,LITTLE ROCKAR-LIT,10/1/23,9/30/24
9315,2024,GSP,MCI,GREENVILLE,SC,USA,KANSAS CITY,MO,USA,AA,C,72,260,72,0,0,GREENVILLE,KANSAS CITY,GREENVILLESC-GSP,KANSAS CITYMO-MCI,10/1/23,9/30/24
9316,2024,GSP,MFE,GREENVILLE,SC,USA,MISSION,TX,USA,AA,C,5,311,122,0,0,GREENVILLE,MISSION,GREENVILLESC-GSP,MISSIONTX-MFE,10/1/23,9/30/24
9317,2024,GSP,MIA,GREENVILLE,SC,USA,MIAMI,FL,USA,AA,N,48,330,98,0,0,GREENVILLE,MIAMI,GREENVILLESC-GSP,MIAMIFL-MIA,10/1/23,9/30/24
9318,2024,GSP,MSN,GREENVILLE,SC,USA,MADISON,WI,USA,AA,C,27,227,81,0,0,GREENVILLE,MADISON,GREENVILLESC-GSP,MADISONWI-MSN,10/1/23,9/30/24
9319,2024,GSP,MSP,GREENVILLE,SC,USA,MINNEAPOLIS,MN,USA,AA,C,53,272,83,0,0,GREENVILLE,MINNEAPOLIS,GREENVILLESC-GSP,MINNEAPOLISMN-MSP,10/1/23,9/30/24
9320,2024,GSP,MSY,GREENVILLE,SC,USA,NEW ORLEANS,LA,USA,WN,C,67,222,86,0,0,GREENVILLE,NEW ORLEANS,GREENVILLESC-GSP,NEW ORLEANSLA-MSY,10/1/23,9/30/24
9321,2024,GSP,OKA,GREENVILLE,SC,USA,OKINAWA,,JAPAN,UA,C,32,700,0,7000,0,GREENVILLE,OKINAWA,GREENVILLESC-GSP,OKINAWA-OKA,10/1/23,9/30/24
9322,2024,GSP,OKC,GREENVILLE,SC,USA,OKLAHOMA CITY,OK,USA,AA,C,225,273,76,0,0,GREENVILLE,OKLAHOMA CITY,GREENVILLESC-GSP,OKLAHOMA CITYOK-OKC,10/1/23,9/30/24
9323,2024,GSP,ONT,GREENVILLE,SC,USA,ONTARIO,CA,USA,AA,C,18,412,139,0,0,GREENVILLE,ONTARIO,GREENVILLESC-GSP,ONTARIOCA-ONT,10/1/23,9/30/24
9324,2024,GSP,ORD,GREENVILLE,SC,USA,CHICAGO,IL,USA,AA,N,151,228,62,0,0,GREENVILLE,CHICAGO,GREENVILLESC-GSP,CHICAGOIL-ORD,10/1/23,9/30/24
9325,2024,GSP,ORF,GREENVILLE,SC,USA,NORFOLK,VA,USA,AA,C,175,176,66,0,0,GREENVILLE,NORFOLK,GREENVILLESC-GSP,NORFOLKVA-ORF,10/1/23,9/30/24
9326,2024,GSP,PHX,GREENVILLE,SC,USA,PHOENIX,AZ,USA,AA,C,70,442,112,0,0,GREENVILLE,PHOENIX,GREENVILLESC-GSP,PHOENIXAZ-PHX,10/1/23,9/30/24
9327,2024,GSP,PIT,GREENVILLE,SC,USA,PITTSBURGH,PA,USA,WN,C,83,131,82,0,0,GREENVILLE,PITTSBURGH,GREENVILLESC-GSP,PITTSBURGHPA-PIT,10/1/23,9/30/24
9328,2024,GSP,PNS,GREENVILLE,SC,USA,PENSACOLA,FL,USA,AA,C,42,248,67,0,0,GREENVILLE,PENSACOLA,GREENVILLESC-GSP,PENSACOLAFL-PNS,10/1/23,9/30/24
9329,2024,GSP,PVD,GREENVILLE,SC,USA,PROVIDENCE,RI,USA,WN,C,44,218,89,0,0,GREENVILLE,PROVIDENCE,GREENVILLESC-GSP,PROVIDENCERI-PVD,10/1/23,9/30/24
9330,2024,GSP,RIC,GREENVILLE,SC,USA,RICHMOND,VA,USA,AA,C,159,462,157,0,0,GREENVILLE,RICHMOND,GREENVILLESC-GSP,RICHMONDVA-RIC,10/1/23,9/30/24
9331,2024,GSP,SAN,GREENVILLE,SC,USA,SAN DIEGO,CA,USA,AA,C,117,417,108,0,0,GREENVILLE,SAN DIEGO,GREENVILLESC-GSP,SAN DIEGOCA-SAN,10/1/23,9/30/24
9332,2024,GSP,SAT,GREENVILLE,SC,USA,SAN ANTONIO,TX,USA,WN,C,243,217,61,0,0,GREENVILLE,SAN ANTONIO,GREENVILLESC-GSP,SAN ANTONIOTX-SAT,10/1/23,9/30/24
9333,2024,GSP,SDF,GREENVILLE,SC,USA,LOUISVILLE,KY,USA,WN,C,249,149,80,0,0,GREENVILLE,LOUISVILLE,GREENVILLESC-GSP,LOUISVILLEKY-SDF,10/1/23,9/30/24
9334,2024,GSP,SEA,GREENVILLE,SC,USA,SEATTLE,WA,USA,AA,C,135,424,126,0,0,GREENVILLE,SEATTLE,GREENVILLESC-GSP,SEATTLEWA-SEA,10/1/23,9/30/24
9335,2024,GSP,SGF,GREENVILLE,SC,USA,SPRINGFIELD,MO,USA,AA,C,32,253,169,0,0,GREENVILLE,SPRINGFIELD,GREENVILLESC-GSP,SPRINGFIELDMO-SGF,10/1/23,9/30/24
9336,2024,GSP,SJU,GREENVILLE,SC,USA,SAN JUAN,PR,USA,DL,C,40,383,120,0,0,GREENVILLE,SAN JUAN,GREENVILLESC-GSP,SAN JUANPR-SJU,10/1/23,9/30/24
9337,2024,GSP,SLC,GREENVILLE,SC,USA,SALT LAKE CITY,UT,USA,AA,C,195,415,104,0,0,GREENVILLE,SALT LAKE CITY,GREENVILLESC-GSP,SALT LAKE CITYUT-SLC,10/1/23,9/30/24
9338,2024,GSP,SMF,GREENVILLE,SC,USA,SACRAMENTO,CA,USA,AA,C,38,403,154,0,0,GREENVILLE,SACRAMENTO,GREENVILLESC-GSP,SACRAMENTOCA-SMF,10/1/23,9/30/24
9339,2024,GSP,STL,GREENVILLE,SC,USA,ST LOUIS,MO,USA,AA,C,195,225,61,0,0,GREENVILLE,ST LOUIS,GREENVILLESC-GSP,ST LOUISMO-STL,10/1/23,9/30/24
9340,2024,GSP,TUS,GREENVILLE,SC,USA,TUCSON,AZ,USA,AA,C,74,390,133,0,0,GREENVILLE,TUCSON,GREENVILLESC-GSP,TUCSONAZ-TUS,10/1/23,9/30/24
9341,2024,GSP,TVC,GREENVILLE,SC,USA,TRAVERSE CITY,MI,USA,AA,C,4,272,73,0,0,GREENVILLE,TRAVERSE CITY,GREENVILLESC-GSP,TRAVERSE CITYMI-TVC,10/1/23,9/30/24
9342,2024,GSP,VPS,GREENVILLE,SC,USA,DESTIN FORT WALTON BEACH,FL,USA,AA,C,110,245,64,0,0,GREENVILLE,DESTIN FORT WALTON BEACH,GREENVILLESC-GSP,DESTIN FORT WALTON BEACHFL-VPS,10/1/23,9/30/24
16017,2024,GSP,LSE,GREENVILLE,SC,USA,LA CROSSE,WI,USA,AA,C,17,477,251,0,0,GREENVILLE,LA CROSSE,GREENVILLESC-GSP,LA CROSSEWI-LSE,10/1/23,9/30/24
9343,2024,GST,JNU,GUSTAVUS,AK,USA,JUNEAU,AK,USA,AS,N,40,136,0,0,0,GUSTAVUS,JUNEAU,GUSTAVUSAK-GST,JUNEAUAK-JNU,10/1/23,11/9/23
9344,2024,GTF,GUA,GREAT FALLS,MT,USA,GUATEMALA CITY,,GUATEMALA,UA,C,12,171,0,2859,0,GREAT FALLS,GUATEMALA CITY,GREAT FALLSMT-GTF,GUATEMALA CITY-GUA,10/1/23,9/30/24
9345,2024,GTF,IAD,GREAT FALLS,MT,USA,WASHINGTON,DC,USA,UA,C,298,370,0,0,0,GREAT FALLS,WASHINGTON,GREAT FALLSMT-GTF,WASHINGTONDC-IAD,10/1/23,9/30/24
9346,2024,GTF,IAH,GREAT FALLS,MT,USA,HOUSTON,TX,USA,UA,C,69,310,0,0,0,GREAT FALLS,HOUSTON,GREAT FALLSMT-GTF,HOUSTONTX-IAH,10/1/23,9/30/24
9347,2024,GTF,IND,GREAT FALLS,MT,USA,INDIANAPOLIS,IN,USA,UA,C,31,393,0,0,0,GREAT FALLS,INDIANAPOLIS,GREAT FALLSMT-GTF,INDIANAPOLISIN-IND,10/1/23,9/30/24
9348,2024,GTF,JAX,GREAT FALLS,MT,USA,JACKSONVILLE,FL,USA,DL,C,84,421,211,0,0,GREAT FALLS,JACKSONVILLE,GREAT FALLSMT-GTF,JACKSONVILLEFL-JAX,10/1/23,9/30/24
9349,2024,GTF,LAS,GREAT FALLS,MT,USA,LAS VEGAS,NV,USA,AS,C,442,330,160,0,0,GREAT FALLS,LAS VEGAS,GREAT FALLSMT-GTF,LAS VEGASNV-LAS,10/1/23,9/30/24
9350,2024,GTF,LAX,GREAT FALLS,MT,USA,LOS ANGELES,CA,USA,DL,C,86,529,265,0,0,GREAT FALLS,LOS ANGELES,GREAT FALLSMT-GTF,LOS ANGELESCA-LAX,10/1/23,9/30/24
9351,2024,GTF,LIT,GREAT FALLS,MT,USA,LITTLE ROCK,AR,USA,UA,C,57,549,0,0,0,GREAT FALLS,LITTLE ROCK,GREAT FALLSMT-GTF,LITTLE ROCKAR-LIT,10/1/23,9/30/24
9352,2024,GTF,LON,GREAT FALLS,MT,USA,LONDON,,UNITED KINGDOM,UA,C,13,447,0,3000,0,GREAT FALLS,LONDON,GREAT FALLSMT-GTF,LONDON-LON,10/1/23,9/30/24
9353,2024,GTF,MCI,GREAT FALLS,MT,USA,KANSAS CITY,MO,USA,DL,C,127,333,167,0,0,GREAT FALLS,KANSAS CITY,GREAT FALLSMT-GTF,KANSAS CITYMO-MCI,10/1/23,9/30/24
9354,2024,GTF,MCO,GREAT FALLS,MT,USA,ORLANDO,FL,USA,UA,C,116,366,0,0,0,GREAT FALLS,ORLANDO,GREAT FALLSMT-GTF,ORLANDOFL-MCO,10/1/23,9/30/24
9355,2024,GTF,MDT,GREAT FALLS,MT,USA,HARRISBURG,PA,USA,UA,C,25,395,0,0,0,GREAT FALLS,HARRISBURG,GREAT FALLSMT-GTF,HARRISBURGPA-MDT,10/1/23,9/30/24
9356,2024,GTF,MGM,GREAT FALLS,MT,USA,MONTGOMERY,AL,USA,DL,C,131,767,384,0,0,GREAT FALLS,MONTGOMERY,GREAT FALLSMT-GTF,MONTGOMERYAL-MGM,10/1/23,9/30/24
9357,2024,GTF,MSP,GREAT FALLS,MT,USA,MINNEAPOLIS,MN,USA,UA,C,76,298,0,0,0,GREAT FALLS,MINNEAPOLIS,GREAT FALLSMT-GTF,MINNEAPOLISMN-MSP,10/1/23,9/30/24
9358,2024,GTF,OKC,GREAT FALLS,MT,USA,OKLAHOMA CITY,OK,USA,UA,C,70,316,0,0,0,GREAT FALLS,OKLAHOMA CITY,GREAT FALLSMT-GTF,OKLAHOMA CITYOK-OKC,10/1/23,9/30/24
9359,2024,GTF,OMA,GREAT FALLS,MT,USA,OMAHA,NE,USA,UA,C,138,271,0,0,0,GREAT FALLS,OMAHA,GREAT FALLSMT-GTF,OMAHANE-OMA,10/1/23,9/30/24
9360,2024,GTF,ORD,GREAT FALLS,MT,USA,CHICAGO,IL,USA,UA,C,52,318,0,0,0,GREAT FALLS,CHICAGO,GREAT FALLSMT-GTF,CHICAGOIL-ORD,10/1/23,9/30/24
9361,2024,GTF,ORF,GREAT FALLS,MT,USA,NORFOLK,VA,USA,UA,C,213,356,0,0,0,GREAT FALLS,NORFOLK,GREAT FALLSMT-GTF,NORFOLKVA-ORF,10/1/23,9/30/24
9362,2024,GTF,PDX,GREAT FALLS,MT,USA,PORTLAND,OR,USA,AS,C,110,409,209,0,0,GREAT FALLS,PORTLAND,GREAT FALLSMT-GTF,PORTLANDOR-PDX,10/1/23,9/30/24
9363,2024,GTF,PHL,GREAT FALLS,MT,USA,PHILADELPHIA,PA,USA,UA,C,228,406,0,0,0,GREAT FALLS,PHILADELPHIA,GREAT FALLSMT-GTF,PHILADELPHIAPA-PHL,10/1/23,9/30/24
9364,2024,GTF,PHX,GREAT FALLS,MT,USA,PHOENIX,AZ,USA,AS,C,64,311,151,0,0,GREAT FALLS,PHOENIX,GREAT FALLSMT-GTF,PHOENIXAZ-PHX,10/1/23,9/30/24
9365,2024,GTF,PNS,GREAT FALLS,MT,USA,PENSACOLA,FL,USA,DL,C,63,339,170,0,0,GREAT FALLS,PENSACOLA,GREAT FALLSMT-GTF,PENSACOLAFL-PNS,10/1/23,9/30/24
9366,2024,GTF,RDU,GREAT FALLS,MT,USA,DURHAM,NC,USA,UA,C,61,382,0,0,0,GREAT FALLS,DURHAM,GREAT FALLSMT-GTF,DURHAMNC-RDU,10/1/23,9/30/24
9367,2024,GTF,RIC,GREAT FALLS,MT,USA,RICHMOND,VA,USA,UA,C,78,532,0,0,0,GREAT FALLS,RICHMOND,GREAT FALLSMT-GTF,RICHMONDVA-RIC,10/1/23,9/30/24
9369,2024,GTF,SAN,GREAT FALLS,MT,USA,SAN DIEGO,CA,USA,DL,C,60,362,181,0,0,GREAT FALLS,SAN DIEGO,GREAT FALLSMT-GTF,SAN DIEGOCA-SAN,10/1/23,9/30/24
9370,2024,GTF,SAT,GREAT FALLS,MT,USA,SAN ANTONIO,TX,USA,DL,C,553,372,186,0,0,GREAT FALLS,SAN ANTONIO,GREAT FALLSMT-GTF,SAN ANTONIOTX-SAT,10/1/23,9/30/24
9371,2024,GTF,SEA,GREAT FALLS,MT,USA,SEATTLE,WA,USA,AS,N,493,329,0,0,0,GREAT FALLS,SEATTLE,GREAT FALLSMT-GTF,SEATTLEWA-SEA,10/1/23,9/30/24
9372,2024,GTF,SFO,GREAT FALLS,MT,USA,SAN FRANCISCO,CA,USA,DL,C,35,350,175,0,0,GREAT FALLS,SAN FRANCISCO,GREAT FALLSMT-GTF,SAN FRANCISCOCA-SFO,10/1/23,9/30/24
9373,2024,GTF,SHV,GREAT FALLS,MT,USA,SHREVEPORT,LA,USA,UA,C,548,373,0,0,0,GREAT FALLS,SHREVEPORT,GREAT FALLSMT-GTF,SHREVEPORTLA-SHV,10/1/23,9/30/24
9374,2024,GTF,SJC,GREAT FALLS,MT,USA,SAN JOSE,CA,USA,DL,C,60,233,117,0,0,GREAT FALLS,SAN JOSE,GREAT FALLSMT-GTF,SAN JOSECA-SJC,10/1/23,9/30/24
9376,2024,GTF,SLC,GREAT FALLS,MT,USA,SALT LAKE CITY,UT,USA,DL,N,638,183,92,0,0,GREAT FALLS,SALT LAKE CITY,GREAT FALLSMT-GTF,SALT LAKE CITYUT-SLC,10/1/23,9/30/24
9377,2024,GTF,SMF,GREAT FALLS,MT,USA,SACRAMENTO,CA,USA,AS,C,101,264,129,0,0,GREAT FALLS,SACRAMENTO,GREAT FALLSMT-GTF,SACRAMENTOCA-SMF,10/1/23,9/30/24
9378,2024,GTF,STL,GREAT FALLS,MT,USA,ST LOUIS,MO,USA,DL,C,85,377,189,0,0,GREAT FALLS,ST LOUIS,GREAT FALLSMT-GTF,ST LOUISMO-STL,10/1/23,9/30/24
9379,2024,GTF,TPA,GREAT FALLS,MT,USA,TAMPA,FL,USA,UA,C,63,367,0,0,0,GREAT FALLS,TAMPA,GREAT FALLSMT-GTF,TAMPAFL-TPA,10/1/23,9/30/24
9380,2024,GTF,TUS,GREAT FALLS,MT,USA,TUCSON,AZ,USA,UA,C,109,303,0,0,0,GREAT FALLS,TUCSON,GREAT FALLSMT-GTF,TUCSONAZ-TUS,10/1/23,9/30/24
9381,2024,GTF,TYS,GREAT FALLS,MT,USA,KNOXVILLE,TN,USA,UA,C,19,504,0,0,0,GREAT FALLS,KNOXVILLE,GREAT FALLSMT-GTF,KNOXVILLETN-TYS,10/1/23,9/30/24
9382,2024,GTF,VPS,GREAT FALLS,MT,USA,DESTIN FORT WALTON BEACH,FL,USA,DL,C,48,724,362,0,0,GREAT FALLS,DESTIN FORT WALTON BEACH,GREAT FALLSMT-GTF,DESTIN FORT WALTON BEACHFL-VPS,10/1/23,9/30/24
16019,2024,GTF,HNL,GREAT FALLS,MT,USA,HONOLULU,HI,USA,DL,C,21,485,243,0,0,GREAT FALLS,HONOLULU,GREAT FALLSMT-GTF,HONOLULUHI-HNL,10/1/23,9/30/24
16020,2024,GTF,HSV,GREAT FALLS,MT,USA,HUNTSVILLE,AL,USA,UA,C,35,457,0,0,0,GREAT FALLS,HUNTSVILLE,GREAT FALLSMT-GTF,HUNTSVILLEAL-HSV,10/1/23,9/30/24
16022,2024,GTF,MFE,GREAT FALLS,MT,USA,MISSION,TX,USA,UA,C,2,476,0,0,0,GREAT FALLS,MISSION,GREAT FALLSMT-GTF,MISSIONTX-MFE,10/1/23,9/30/24
16023,2024,GTF,MOT,GREAT FALLS,MT,USA,MINOT,ND,USA,UA,C,112,329,0,0,0,GREAT FALLS,MINOT,GREAT FALLSMT-GTF,MINOTND-MOT,10/1/23,9/30/24
16024,2024,GTF,RAP,GREAT FALLS,MT,USA,RAPID CITY,SD,USA,UA,C,45,273,0,0,0,GREAT FALLS,RAPID CITY,GREAT FALLSMT-GTF,RAPID CITYSD-RAP,10/1/23,9/30/24
16025,2024,GTF,SBA,GREAT FALLS,MT,USA,SANTA BARBARA,CA,USA,AS,C,135,339,159,0,0,GREAT FALLS,SANTA BARBARA,GREAT FALLSMT-GTF,SANTA BARBARACA-SBA,10/1/23,9/30/24
16026,2024,GTF,SBP,GREAT FALLS,MT,USA,SAN LUIS OBISPO,CA,USA,AS,C,11,370,180,0,0,GREAT FALLS,SAN LUIS OBISPO,GREAT FALLSMT-GTF,SAN LUIS OBISPOCA-SBP,10/1/23,9/30/24
9383,2024,GTR,IAD,COLUMBUS,MS,USA,WASHINGTON,DC,USA,DL,C,33,485,243,0,0,COLUMBUS,WASHINGTON,COLUMBUSMS-GTR,WASHINGTONDC-IAD,10/1/23,9/30/24
9385,2024,GTR,OKC,COLUMBUS,MS,USA,OKLAHOMA CITY,OK,USA,DL,C,74,526,263,0,0,COLUMBUS,OKLAHOMA CITY,COLUMBUSMS-GTR,OKLAHOMA CITYOK-OKC,10/1/23,9/30/24
9386,2024,GTR,ORF,COLUMBUS,MS,USA,NORFOLK,VA,USA,DL,C,140,606,303,0,0,COLUMBUS,NORFOLK,COLUMBUSMS-GTR,NORFOLKVA-ORF,10/1/23,9/30/24
9388,2024,GTR,RIC,COLUMBUS,MS,USA,RICHMOND,VA,USA,DL,C,77,463,232,0,0,COLUMBUS,RICHMOND,COLUMBUSMS-GTR,RICHMONDVA-RIC,10/1/23,9/30/24
9389,2024,GTR,SAT,COLUMBUS,MS,USA,SAN ANTONIO,TX,USA,DL,C,490,636,318,0,0,COLUMBUS,SAN ANTONIO,COLUMBUSMS-GTR,SAN ANTONIOTX-SAT,10/1/23,9/30/24
9390,2024,GTR,SDF,COLUMBUS,MS,USA,LOUISVILLE,KY,USA,DL,C,40,489,245,0,0,COLUMBUS,LOUISVILLE,COLUMBUSMS-GTR,LOUISVILLEKY-SDF,10/1/23,9/30/24
9391,2024,GTR,SEA,COLUMBUS,MS,USA,SEATTLE,WA,USA,DL,C,48,790,395,0,0,COLUMBUS,SEATTLE,COLUMBUSMS-GTR,SEATTLEWA-SEA,10/1/23,9/30/24
16031,2024,GTR,LON,COLUMBUS,MS,USA,LONDON,,UNITED KINGDOM,DL,C,5,1034,775,5130,0,COLUMBUS,LONDON,COLUMBUSMS-GTR,LONDON-LON,10/1/23,9/30/24
16032,2024,GTR,MCO,COLUMBUS,MS,USA,ORLANDO,FL,USA,DL,C,50,442,221,0,0,COLUMBUS,ORLANDO,COLUMBUSMS-GTR,ORLANDOFL-MCO,10/1/23,9/30/24
16033,2024,GTR,TUS,COLUMBUS,MS,USA,TUCSON,AZ,USA,DL,C,12,562,281,0,0,COLUMBUS,TUCSON,COLUMBUSMS-GTR,TUCSONAZ-TUS,10/1/23,9/30/24
9394,2024,GUA,HOU,GUATEMALA CITY,,GUATEMALA,HOUSTON,TX,USA,UA,N,83,491,0,2161,0,GUATEMALA CITY,HOUSTON,GUATEMALA CITY-GUA,HOUSTONTX-HOU,10/1/23,9/30/24
9395,2024,GUA,HRL,GUATEMALA CITY,,GUATEMALA,HARLINGEN,TX,USA,UA,C,14,287,0,0,0,GUATEMALA CITY,HARLINGEN,GUATEMALA CITY-GUA,HARLINGENTX-HRL,10/1/23,9/30/24
9396,2024,GUA,IND,GUATEMALA CITY,,GUATEMALA,INDIANAPOLIS,IN,USA,DL,C,72,368,210,0,0,GUATEMALA CITY,INDIANAPOLIS,GUATEMALA CITY-GUA,INDIANAPOLISIN-IND,10/1/23,9/30/24
9397,2024,GUA,JAX,GUATEMALA CITY,,GUATEMALA,JACKSONVILLE,FL,USA,DL,C,30,334,119,0,0,GUATEMALA CITY,JACKSONVILLE,GUATEMALA CITY-GUA,JACKSONVILLEFL-JAX,10/1/23,9/30/24
9398,2024,GUA,LAS,GUATEMALA CITY,,GUATEMALA,LAS VEGAS,NV,USA,AA,C,60,430,143,870,0,GUATEMALA CITY,LAS VEGAS,GUATEMALA CITY-GUA,LAS VEGASNV-LAS,10/1/23,9/30/24
9399,2024,GUA,LAX,GUATEMALA CITY,,GUATEMALA,LOS ANGELES,CA,USA,DL,N,96,304,212,0,0,GUATEMALA CITY,LOS ANGELES,GUATEMALA CITY-GUA,LOS ANGELESCA-LAX,10/1/23,9/30/24
9400,2024,GUA,LIT,GUATEMALA CITY,,GUATEMALA,LITTLE ROCK,AR,USA,AA,C,126,275,131,0,0,GUATEMALA CITY,LITTLE ROCK,GUATEMALA CITY-GUA,LITTLE ROCKAR-LIT,10/1/23,9/30/24
9401,2024,GUA,MCI,GUATEMALA CITY,,GUATEMALA,KANSAS CITY,MO,USA,AA,C,9,657,257,0,0,GUATEMALA CITY,KANSAS CITY,GUATEMALA CITY-GUA,KANSAS CITYMO-MCI,10/1/23,9/30/24
9402,2024,GUA,MIA,GUATEMALA CITY,,GUATEMALA,MIAMI,FL,USA,AA,N,479,333,140,666,0,GUATEMALA CITY,MIAMI,GUATEMALA CITY-GUA,MIAMIFL-MIA,10/1/23,9/30/24
9403,2024,GUA,NYC,GUATEMALA CITY,,GUATEMALA,NEW YORK,NY,USA,B6,N,141,585,361,0,0,GUATEMALA CITY,NEW YORK,GUATEMALA CITY-GUA,NEW YORKNY-NYC,10/1/23,9/30/24
9404,2024,GUA,PHL,GUATEMALA CITY,,GUATEMALA,PHILADELPHIA,PA,USA,AA,C,113,372,111,0,0,GUATEMALA CITY,PHILADELPHIA,GUATEMALA CITY-GUA,PHILADELPHIAPA-PHL,10/1/23,9/30/24
9405,2024,GUA,PHX,GUATEMALA CITY,,GUATEMALA,PHOENIX,AZ,USA,AA,C,25,409,139,0,0,GUATEMALA CITY,PHOENIX,GUATEMALA CITY-GUA,PHOENIXAZ-PHX,10/1/23,9/30/24
9406,2024,GUA,PIT,GUATEMALA CITY,,GUATEMALA,PITTSBURGH,PA,USA,DL,C,86,368,210,0,0,GUATEMALA CITY,PITTSBURGH,GUATEMALA CITY-GUA,PITTSBURGHPA-PIT,10/1/23,9/30/24
9407,2024,GUA,SAC,GUATEMALA CITY,,GUATEMALA,SACRAMENTO,CA,USA,DL,C,42,260,215,0,0,GUATEMALA CITY,SACRAMENTO,GUATEMALA CITY-GUA,SACRAMENTOCA-SAC,10/1/23,9/30/24
9408,2024,GUA,SAN,GUATEMALA CITY,,GUATEMALA,SAN DIEGO,CA,USA,UA,C,72,337,0,2859,0,GUATEMALA CITY,SAN DIEGO,GUATEMALA CITY-GUA,SAN DIEGOCA-SAN,10/1/23,9/30/24
9409,2024,GUA,SAT,GUATEMALA CITY,,GUATEMALA,SAN ANTONIO,TX,USA,AA,C,312,274,95,0,0,GUATEMALA CITY,SAN ANTONIO,GUATEMALA CITY-GUA,SAN ANTONIOTX-SAT,10/1/23,9/30/24
9410,2024,GUA,SAV,GUATEMALA CITY,,GUATEMALA,SAVANNAH,GA,USA,AA,C,2,360,141,0,0,GUATEMALA CITY,SAVANNAH,GUATEMALA CITY-GUA,SAVANNAHGA-SAV,10/1/23,9/30/24
9411,2024,GUA,SDF,GUATEMALA CITY,,GUATEMALA,LOUISVILLE,KY,USA,DL,C,3,221,217,0,0,GUATEMALA CITY,LOUISVILLE,GUATEMALA CITY-GUA,LOUISVILLEKY-SDF,10/1/23,9/30/24
9412,2024,GUA,SEA,GUATEMALA CITY,,GUATEMALA,SEATTLE,WA,USA,DL,C,115,368,210,0,0,GUATEMALA CITY,SEATTLE,GUATEMALA CITY-GUA,SEATTLEWA-SEA,10/1/23,9/30/24
